batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch655,Galega,4.03,45.0,18.7,0.02,30.1,27.9,2.59,12.1,17.5,359.59,0.19,4.97,1.44,0.11,0.0069,3.4,3.8,4.4,True
batch656,Picual,2.14,49.72,16.94,0.01,30.4,45.5,1.21,12.6,15.85,326.57,0.27,9.11,1.76,0.13,0.0046,3.2,3.1,4.2,True
batch657,Arbequina,4.45,48.68,19.1,0.08,21.4,43.0,1.11,13.4,15.92,256.97,0.42,4.26,1.39,0.13,0.0066,4.7,2.4,2.8,True
batch658,Galega,3.82,47.7,21.87,0.17,20.4,50.0,2.61,0.3,15.25,281.09,0.52,4.46,1.39,0.15,0.0087,4.3,2.7,3.1,True
batch659,Picual,1.88,50.73,20.56,0.09,23.8,31.2,0.28,4.9,18.72,483.35,0.34,2.0,1.39,0.12,0.0054,4.7,4.7,6.0,True
batch660,Picual,3.71,45.65,15.99,0.47,31.3,47.7,0.09,0.6,11.72,328.46,0.97,10.45,1.77,0.2,0.0088,2.9,3.4,4.1,False
batch661,Arbequina,4.25,53.22,20.71,0.21,24.3,52.1,0.21,13.2,16.0,187.0,0.66,8.16,1.69,0.16,0.0077,4.7,2.1,2.3,False
batch662,Cobrançosa,2.47,56.19,20.02,0.43,21.6,37.5,1.08,7.1,13.18,379.07,0.9,2.38,1.4,0.21,0.0089,4.0,3.6,4.4,False
batch663,Arbequina,2.18,45.51,14.01,0.15,23.8,33.6,1.71,1.7,12.43,505.92,0.45,2.97,1.41,0.16,0.006,4.7,5.2,6.3,True
batch664,Cobrançosa,3.42,45.94,14.48,0.02,25.6,39.5,2.42,10.3,14.12,311.51,0.31,5.48,1.6,0.13,0.0058,4.9,3.0,3.8,True
batch665,Galega,2.12,45.75,17.88,0.54,25.9,52.6,0.41,0.7,12.22,359.72,1.13,8.23,1.74,0.21,0.0104,5.0,4.0,4.2,False
batch666,Galega,3.97,56.52,18.8,0.17,29.1,32.5,2.62,14.6,16.31,326.13,0.44,5.67,1.47,0.15,0.0035,4.1,3.3,3.8,True
batch667,Galega,2.72,57.5,17.59,0.03,29.9,41.0,0.85,2.3,15.59,449.16,0.33,7.75,1.62,0.12,0.0049,3.9,4.0,5.6,True
batch668,Cobrançosa,1.91,46.44,17.97,0.27,21.7,31.7,0.92,3.9,13.8,486.04,0.62,2.0,1.34,0.15,0.0086,4.4,5.0,6.1,False
batch669,Cobrançosa,3.81,57.49,15.77,0.05,20.6,32.4,0.84,3.4,11.27,363.14,0.28,2.0,1.41,0.12,0.0047,4.7,3.9,4.3,True
batch670,Galega,4.23,55.8,17.65,0.31,22.8,47.5,1.13,10.3,13.26,224.63,0.73,5.49,1.59,0.17,0.0084,4.3,2.1,2.7,False
batch671,Cobrançosa,4.45,54.48,14.35,0.15,30.8,30.4,1.32,11.5,12.12,339.89,0.43,6.48,1.66,0.15,0.0053,2.9,3.3,4.1,True
batch672,Cobrançosa,2.4,52.47,20.83,0.24,21.4,40.4,0.54,0.8,15.76,426.25,0.6,3.32,1.41,0.14,0.0077,4.8,4.3,5.1,False
batch673,Picual,3.43,47.02,19.22,0.0,29.6,42.1,0.66,4.1,18.67,369.07,0.24,7.95,1.64,0.13,0.0034,3.7,3.8,4.4,True
batch674,Galega,4.35,49.86,14.95,0.29,26.9,47.1,2.64,4.2,13.31,303.58,0.72,8.32,1.75,0.18,0.0068,4.9,3.2,3.4,False
batch675,Arbequina,4.12,57.92,17.14,0.13,31.2,31.8,0.04,1.6,13.53,440.99,0.41,6.87,1.59,0.14,0.0061,2.8,4.5,5.5,True
batch676,Galega,2.35,48.32,16.04,0.15,23.1,29.1,0.41,6.6,13.45,442.04,0.43,2.0,1.29,0.14,0.0067,4.7,4.2,4.8,True
batch677,Cobrançosa,1.9,55.38,14.09,0.11,31.5,42.2,1.04,0.1,11.43,457.05,0.42,8.17,1.71,0.14,0.006,2.7,4.5,5.2,True
batch678,Picual,3.69,49.36,20.3,0.18,27.8,29.4,0.59,7.9,18.47,397.68,0.44,4.07,1.5,0.14,0.0063,4.5,3.8,4.7,True
batch679,Arbequina,3.33,56.16,20.34,0.03,31.3,28.5,2.5,8.0,16.83,408.05,0.22,5.68,1.63,0.12,0.0055,3.1,4.1,5.2,True
batch680,Arbequina,2.01,52.19,20.58,0.63,26.9,53.3,0.62,6.2,13.11,319.98,1.25,9.41,1.71,0.22,0.0094,5.2,2.9,4.0,False
batch681,Arbequina,3.63,54.25,21.01,0.4,31.8,54.3,1.73,3.9,12.46,260.69,0.9,12.16,1.82,0.18,0.0078,2.6,2.5,3.2,False
batch682,Picual,1.97,52.93,18.0,0.13,26.9,27.8,2.58,14.4,16.18,416.11,0.4,3.57,1.32,0.13,0.0063,4.6,4.1,5.0,True
batch683,Arbequina,3.62,47.56,19.83,0.02,27.7,53.4,2.68,1.1,17.16,307.82,0.36,9.24,1.73,0.13,0.0041,4.6,3.2,3.9,True
batch684,Galega,4.28,48.19,21.95,0.34,29.8,31.9,1.18,4.7,18.1,392.79,0.7,5.01,1.49,0.16,0.0063,3.8,4.4,4.6,False
batch685,Picual,3.07,51.36,20.82,0.03,22.4,28.7,1.65,2.6,17.93,444.88,0.27,2.0,1.28,0.13,0.0037,4.5,4.4,5.3,True
batch686,Arbequina,3.5,56.43,21.41,0.73,28.9,48.2,1.29,2.3,13.66,360.3,1.37,8.27,1.74,0.24,0.0118,4.3,3.7,4.3,False
batch687,Galega,3.44,55.7,16.63,0.01,31.8,54.9,0.63,12.0,11.25,221.88,0.34,13.15,1.98,0.12,0.0055,2.7,2.0,2.8,True
batch688,Arbequina,4.11,57.87,17.73,0.36,30.4,37.7,0.7,4.1,13.02,377.25,0.76,7.5,1.66,0.17,0.0074,3.4,3.8,4.4,False
batch689,Cobrançosa,2.93,45.07,17.93,0.07,24.0,32.5,1.08,11.3,16.81,361.23,0.32,3.11,1.36,0.14,0.0051,4.7,3.4,4.1,True
batch690,Picual,3.79,56.98,19.1,0.28,21.5,42.7,0.9,12.5,13.38,258.89,0.69,3.5,1.45,0.16,0.0081,4.5,2.9,3.0,False
batch691,Galega,3.4,50.65,16.85,0.52,31.1,36.1,2.78,14.4,12.0,319.32,1.01,8.54,1.65,0.21,0.0076,2.8,3.1,4.0,False
batch692,Picual,2.06,55.08,18.73,0.58,24.7,47.0,1.08,2.6,13.31,371.19,1.13,6.46,1.55,0.2,0.0101,4.8,3.5,4.5,False
batch693,Arbequina,4.04,51.33,15.38,0.08,25.1,28.0,1.1,7.0,13.91,388.11,0.3,2.04,1.32,0.13,0.0052,4.8,4.0,4.6,True
batch694,Galega,3.25,57.57,19.65,0.16,23.7,33.4,1.19,4.0,16.18,400.55,0.44,2.82,1.42,0.16,0.005,4.8,4.0,4.9,True
batch695,Galega,2.1,54.2,21.05,0.21,23.0,27.1,0.57,7.0,16.31,466.09,0.51,2.0,1.32,0.14,0.0064,4.8,4.7,5.4,False
batch696,Galega,3.58,50.59,19.89,0.02,21.0,41.8,1.44,6.2,16.25,321.2,0.29,2.54,1.49,0.13,0.0056,4.5,3.0,3.9,True
batch697,Picual,3.58,49.95,21.45,0.03,30.7,47.8,1.25,13.6,19.66,263.48,0.35,10.07,1.88,0.12,0.0053,2.9,2.7,3.0,True
batch698,Picual,2.29,56.96,14.93,0.42,27.1,40.8,1.53,2.7,11.77,449.38,0.92,5.62,1.53,0.2,0.0087,4.9,4.7,5.5,False
batch699,Picual,2.07,45.9,14.95,0.01,23.1,26.7,1.46,0.2,12.89,524.11,0.23,2.0,1.39,0.13,0.0056,5.0,5.5,6.4,True
batch700,Galega,2.47,49.16,14.21,0.45,23.7,52.7,2.45,6.5,9.54,288.56,0.97,6.46,1.54,0.2,0.0075,4.9,2.8,3.3,False
batch701,Galega,3.93,47.83,17.27,0.85,23.0,32.6,2.76,13.7,10.66,292.17,1.48,2.71,1.39,0.28,0.0129,4.4,2.8,3.4,False
batch702,Arbequina,2.67,55.43,18.61,0.22,23.9,31.9,1.3,14.2,15.3,359.95,0.52,3.54,1.49,0.15,0.0059,5.2,3.7,4.0,False
batch703,Cobrançosa,2.63,49.91,15.53,0.18,29.1,45.9,2.59,2.7,14.15,397.69,0.52,7.91,1.68,0.17,0.006,4.0,3.9,4.9,True
batch704,Arbequina,3.11,56.15,14.93,0.14,26.5,46.8,1.11,9.4,13.05,299.25,0.47,6.46,1.57,0.14,0.0058,4.6,3.0,3.5,True
batch705,Picual,2.0,52.44,17.49,0.48,31.0,46.3,2.58,12.9,13.0,320.47,1.01,8.64,1.69,0.19,0.0101,3.1,3.2,3.6,False
batch706,Galega,3.13,55.27,19.11,0.1,30.6,49.3,1.59,7.8,15.67,308.48,0.46,10.74,1.72,0.14,0.0062,3.0,2.9,3.9,True
batch707,Arbequina,1.88,46.82,16.89,0.33,23.1,49.2,1.71,7.9,13.04,318.57,0.77,6.55,1.53,0.16,0.0085,4.6,3.0,3.8,False
batch708,Cobrançosa,3.44,45.63,21.99,0.02,21.3,54.6,1.87,11.0,14.8,209.85,0.32,6.67,1.61,0.15,0.0049,4.1,2.0,2.6,True
batch709,Cobrançosa,3.71,56.39,14.76,0.45,21.9,38.9,2.38,12.7,9.72,280.53,0.93,3.43,1.38,0.2,0.008,4.3,2.9,3.5,False
batch710,Cobrançosa,3.33,45.29,20.48,0.47,24.9,29.5,0.34,9.0,16.3,390.99,0.93,2.0,1.4,0.19,0.0082,4.9,3.7,4.6,False
batch711,Arbequina,2.92,53.16,17.28,0.32,27.1,49.7,0.09,5.6,13.64,309.6,0.77,8.47,1.65,0.19,0.0072,5.0,2.9,3.7,False
batch712,Galega,3.68,53.95,19.76,0.21,26.0,37.9,0.89,7.0,17.15,347.28,0.56,6.34,1.57,0.16,0.0058,5.2,3.4,3.9,False
batch713,Galega,3.95,56.28,21.34,0.1,28.7,54.5,0.3,12.2,15.1,219.68,0.47,10.44,1.73,0.12,0.0062,4.3,2.0,2.5,True
batch714,Arbequina,3.05,52.54,18.06,0.65,28.3,48.9,0.08,4.9,12.42,337.91,1.24,9.26,1.69,0.24,0.0106,4.4,3.4,4.4,False
batch715,Picual,4.05,55.62,17.52,0.47,23.7,49.1,2.87,8.5,12.07,258.37,1.0,7.23,1.57,0.2,0.0086,4.7,2.7,3.2,False
batch716,Galega,3.02,53.9,19.4,0.04,31.9,30.8,2.75,7.5,16.1,400.34,0.25,6.15,1.61,0.1,0.0056,2.9,4.0,4.6,True
batch717,Galega,2.24,53.57,19.39,0.62,21.2,54.6,0.25,0.8,9.31,305.36,1.26,6.67,1.6,0.24,0.0098,4.7,3.0,3.7,False
batch718,Cobrançosa,3.85,55.0,19.18,0.17,27.4,28.7,1.71,11.2,16.82,356.97,0.45,4.29,1.53,0.16,0.0038,4.5,3.5,4.5,True
batch719,Arbequina,1.82,53.05,14.76,0.05,25.1,40.0,1.99,3.2,13.9,468.03,0.32,4.69,1.54,0.14,0.0058,4.9,4.6,5.4,True
batch720,Galega,3.91,57.59,18.51,0.07,20.0,32.4,0.6,6.1,12.59,349.97,0.35,2.0,1.36,0.13,0.0061,3.9,3.3,4.2,True
batch721,Picual,3.05,55.58,14.83,0.26,26.2,34.7,1.5,5.4,12.55,415.76,0.63,3.23,1.46,0.16,0.0082,5.2,4.5,5.1,False
batch722,Galega,3.9,57.45,14.57,0.55,28.1,53.2,2.04,12.4,8.97,247.7,1.14,9.49,1.71,0.21,0.0104,4.6,2.1,3.2,False
batch723,Picual,3.28,49.97,21.84,0.18,29.2,37.5,1.23,11.6,19.4,360.71,0.51,7.16,1.65,0.14,0.0059,4.1,3.3,4.2,True
batch724,Arbequina,2.76,46.71,20.79,0.13,25.4,35.8,2.02,7.4,19.23,400.89,0.43,5.01,1.49,0.14,0.0053,5.2,3.9,4.6,True
batch725,Cobrançosa,3.81,47.92,20.76,0.77,27.4,46.4,0.88,6.8,14.33,306.37,1.4,8.15,1.7,0.25,0.0109,4.8,3.1,3.6,False
batch726,Cobrançosa,2.93,52.64,18.84,0.26,22.2,36.4,0.68,12.8,14.46,306.58,0.58,3.41,1.38,0.14,0.0073,4.9,3.3,3.6,False
batch727,Picual,3.68,50.84,14.63,0.19,27.3,32.7,1.86,9.1,13.47,379.74,0.53,4.83,1.48,0.17,0.0061,4.8,3.9,4.9,True
batch728,Cobrançosa,4.39,53.93,20.66,0.05,23.8,39.4,0.29,0.2,18.45,347.35,0.34,4.68,1.44,0.14,0.0053,4.8,3.2,4.0,True
batch729,Picual,2.21,50.27,18.68,0.2,22.3,33.5,1.06,4.0,15.24,454.37,0.52,2.47,1.28,0.17,0.0069,4.3,4.4,5.5,True
batch730,Arbequina,3.9,56.21,19.29,0.22,22.3,35.5,2.11,2.9,14.49,358.67,0.57,3.26,1.41,0.15,0.0057,4.4,3.7,4.2,False
batch731,Arbequina,4.31,51.53,16.7,0.21,21.7,52.7,2.45,9.8,11.3,219.72,0.63,6.66,1.62,0.15,0.007,4.5,2.3,2.8,False
batch732,Cobrançosa,3.6,47.57,21.89,0.59,27.5,51.5,0.78,4.1,15.81,302.4,1.16,8.84,1.74,0.22,0.0108,5.1,3.1,4.0,False
batch733,Picual,4.09,45.14,21.16,0.88,26.8,43.5,1.78,4.0,13.64,337.57,1.58,5.91,1.54,0.26,0.0114,4.8,3.3,3.7,False
batch734,Cobrançosa,2.54,53.93,20.19,0.08,25.2,25.5,0.99,14.0,16.74,383.75,0.34,2.08,1.37,0.15,0.0056,4.4,3.6,4.7,True
batch735,Cobrançosa,2.27,56.01,17.72,0.09,25.0,36.2,0.68,1.3,15.45,474.06,0.38,4.06,1.41,0.13,0.0046,4.6,4.8,5.7,True
batch736,Galega,2.94,51.83,15.86,0.62,27.0,50.6,2.96,3.0,11.04,321.77,1.23,8.83,1.65,0.21,0.0081,5.3,3.2,4.1,False
batch737,Picual,3.36,48.1,15.11,0.4,28.1,47.2,0.03,14.8,12.49,266.43,0.9,9.65,1.69,0.21,0.0079,4.7,2.7,3.0,False
batch738,Arbequina,2.3,45.28,20.96,0.57,20.9,27.3,1.74,1.5,12.38,474.1,1.06,2.0,1.25,0.19,0.011,4.4,4.5,5.7,False
batch739,Picual,2.55,56.39,16.86,0.05,21.1,54.0,1.71,14.5,10.38,218.34,0.41,7.39,1.67,0.16,0.0062,4.7,2.2,2.4,True
batch740,Arbequina,3.24,45.94,17.85,0.75,25.0,42.0,1.37,14.1,12.68,283.25,1.35,5.89,1.49,0.24,0.0103,4.7,2.7,3.7,False
batch741,Cobrançosa,3.38,52.27,20.2,0.01,30.2,26.8,2.99,11.7,17.92,414.93,0.19,4.63,1.47,0.12,0.0054,3.5,4.1,4.9,True
batch742,Arbequina,3.19,55.64,18.69,0.48,26.3,52.1,2.62,10.1,12.65,264.83,1.02,8.81,1.66,0.2,0.0088,4.7,2.4,2.7,False
batch743,Galega,3.38,46.87,17.94,0.01,25.9,25.2,1.6,1.7,15.43,451.16,0.21,3.32,1.5,0.13,0.004,4.9,4.4,5.5,True
batch744,Arbequina,3.89,54.3,14.8,0.25,22.4,41.3,1.58,10.5,11.56,272.47,0.62,4.69,1.46,0.15,0.0082,4.8,2.8,3.1,False
batch745,Galega,2.12,57.44,17.55,0.12,26.3,25.5,0.88,10.0,13.93,450.92,0.39,3.56,1.51,0.15,0.0058,5.0,4.2,5.6,True
batch746,Picual,4.09,57.86,20.84,0.42,23.9,33.3,1.75,1.6,15.29,408.49,0.85,3.73,1.42,0.18,0.0089,4.7,4.1,5.0,False
batch747,Galega,2.73,57.43,18.61,0.0,24.3,53.9,0.92,14.7,13.77,217.14,0.31,8.12,1.64,0.12,0.0051,5.0,2.2,2.9,True
batch748,Picual,4.3,52.39,18.87,0.07,31.3,40.7,1.92,12.9,16.47,275.84,0.32,8.51,1.66,0.14,0.0045,2.8,2.7,3.4,True
batch749,Cobrançosa,1.94,52.3,14.31,0.27,24.9,54.9,1.02,0.4,9.88,327.9,0.75,8.76,1.75,0.18,0.0083,5.3,3.1,3.9,False
batch750,Cobrançosa,3.15,53.95,14.31,0.01,31.7,48.7,2.17,0.6,11.74,346.87,0.32,9.91,1.74,0.15,0.0051,2.6,3.2,4.1,True
batch751,Cobrançosa,2.11,53.91,15.14,0.22,26.3,35.8,1.35,0.1,13.25,494.07,0.56,4.46,1.44,0.16,0.0071,4.6,4.9,5.7,False
batch752,Picual,2.55,53.01,17.96,0.09,28.5,35.9,1.36,0.1,16.45,494.74,0.35,4.88,1.51,0.11,0.0058,4.5,4.8,6.0,True
batch753,Galega,2.74,49.66,17.52,0.15,27.1,26.1,2.78,12.4,15.0,397.55,0.41,4.31,1.52,0.14,0.0053,5.3,3.9,4.6,True
batch754,Galega,2.3,55.8,17.55,0.13,30.9,44.9,1.75,6.7,14.84,375.0,0.47,9.83,1.71,0.15,0.0062,2.7,4.0,4.4,True
batch755,Picual,2.92,51.68,19.65,0.15,22.7,51.7,0.94,8.2,14.99,274.38,0.53,6.7,1.54,0.15,0.0076,4.4,2.7,3.3,True
batch756,Picual,3.12,45.89,18.3,0.82,27.3,38.7,0.02,4.6,12.66,385.6,1.49,5.22,1.57,0.27,0.0114,4.9,3.8,4.9,False
batch757,Picual,4.41,53.27,18.88,0.02,28.4,25.8,0.93,10.2,16.54,361.95,0.23,4.18,1.37,0.12,0.005,4.6,3.6,4.6,True
batch758,Picual,2.25,46.01,16.1,0.44,29.2,45.8,0.95,13.0,13.09,332.99,0.9,8.19,1.7,0.18,0.0091,4.1,3.2,3.6,False
batch759,Arbequina,1.95,51.84,15.11,0.1,26.5,34.5,0.38,3.2,14.03,479.95,0.34,3.82,1.44,0.14,0.0075,5.4,4.7,6.1,True
batch760,Arbequina,3.53,45.63,20.1,0.28,21.2,41.0,1.31,6.2,14.91,317.47,0.66,4.33,1.36,0.17,0.0072,4.6,2.9,3.6,False
batch761,Picual,3.84,51.5,17.27,0.06,28.1,45.6,2.78,3.5,16.58,334.05,0.38,7.76,1.65,0.13,0.0065,4.3,3.6,4.0,True
batch762,Picual,1.86,53.55,16.99,0.65,20.8,46.5,2.46,0.1,9.56,395.22,1.29,4.52,1.5,0.23,0.0118,4.3,3.9,4.7,False
batch763,Galega,4.27,57.55,21.71,0.31,30.0,54.3,0.45,5.6,13.82,258.26,0.77,10.72,1.74,0.16,0.0088,3.3,2.9,3.6,False
batch764,Galega,3.86,52.29,20.59,0.56,21.7,34.9,1.67,10.4,13.5,309.97,1.09,2.76,1.37,0.2,0.0104,4.4,3.0,3.6,False
batch765,Picual,3.57,51.92,16.6,0.01,25.2,28.7,0.52,6.5,16.01,403.7,0.22,3.0,1.43,0.13,0.004,4.7,3.7,5.0,True
batch766,Galega,2.82,46.38,15.59,0.59,25.1,48.6,0.49,7.8,11.36,304.96,1.17,8.48,1.64,0.22,0.0094,4.9,3.1,4.0,False
batch767,Cobrançosa,3.34,50.17,15.12,0.01,21.0,52.7,1.82,10.7,11.29,228.22,0.34,7.05,1.65,0.14,0.0055,4.0,2.1,2.6,True
batch768,Picual,4.2,52.51,17.86,0.39,27.0,51.2,0.77,8.2,13.55,242.39,0.9,8.71,1.71,0.17,0.0067,5.0,2.4,3.0,False
batch769,Arbequina,1.86,55.47,14.18,0.02,22.6,39.8,0.39,4.5,12.08,419.96,0.24,3.36,1.5,0.12,0.0084,4.6,4.3,5.2,True
batch770,Galega,2.98,46.46,21.15,0.09,31.9,44.3,0.39,3.3,18.1,368.1,0.39,9.52,1.67,0.15,0.0065,2.2,3.9,4.4,True
batch771,Galega,3.28,55.83,18.72,0.42,29.6,41.2,1.34,6.7,13.86,374.51,0.92,7.39,1.61,0.18,0.0083,3.9,3.9,5.0,False
batch772,Picual,4.43,45.06,21.79,0.72,29.4,36.6,1.11,8.6,14.92,330.77,1.29,7.04,1.66,0.21,0.0089,3.5,3.2,4.0,False
batch773,Cobrançosa,1.94,57.07,20.93,0.1,32.0,38.3,1.97,5.7,16.2,418.73,0.39,8.83,1.67,0.13,0.0053,2.5,4.0,4.9,True
batch774,Picual,2.58,50.69,18.64,0.19,26.6,36.3,1.25,7.2,17.34,416.47,0.52,4.54,1.49,0.16,0.0062,5.1,4.4,5.0,True
batch775,Picual,2.16,57.69,17.29,0.12,21.5,31.5,0.09,5.9,12.82,434.3,0.4,2.0,1.35,0.13,0.005,4.5,4.4,5.4,True
batch776,Arbequina,3.03,55.51,21.75,0.59,29.3,31.8,1.6,9.9,15.54,437.19,1.07,5.46,1.57,0.21,0.0075,3.9,4.4,5.3,False
batch777,Cobrançosa,2.5,49.5,14.29,0.26,20.5,36.2,1.72,7.4,10.11,365.63,0.6,2.36,1.36,0.15,0.0061,3.9,3.6,4.5,False
batch778,Cobrançosa,2.94,53.44,19.02,0.15,31.5,50.3,0.29,0.3,14.59,359.72,0.51,10.3,1.8,0.16,0.0076,3.0,3.5,3.9,True
batch779,Picual,3.77,56.5,18.39,0.73,24.2,32.5,0.69,8.2,11.46,360.82,1.3,2.78,1.37,0.24,0.0084,4.8,3.9,4.7,False
batch780,Galega,4.28,55.88,18.02,0.63,25.9,54.1,1.62,4.3,10.59,255.48,1.25,9.66,1.67,0.21,0.0103,4.5,2.4,2.8,False
batch781,Cobrançosa,4.35,45.46,18.89,0.01,24.2,48.7,0.98,12.2,17.54,212.61,0.3,7.53,1.53,0.11,0.006,4.5,2.0,2.8,True
batch782,Picual,2.41,45.22,20.53,0.24,24.6,39.0,1.98,3.1,18.14,447.32,0.59,4.23,1.5,0.18,0.0084,4.8,4.7,5.0,False
batch783,Arbequina,2.22,55.77,15.11,0.11,28.1,38.4,2.22,3.3,13.47,466.05,0.39,6.16,1.61,0.14,0.005,4.6,4.8,5.4,True
batch784,Cobrançosa,2.15,55.71,17.37,0.07,30.6,29.3,0.2,11.3,14.64,426.02,0.3,5.92,1.4,0.12,0.0065,3.0,4.2,5.0,True
batch785,Galega,2.31,57.05,15.97,0.02,22.5,39.0,2.97,8.3,13.1,380.13,0.26,2.27,1.39,0.11,0.0059,4.3,3.8,4.4,True
batch786,Galega,4.02,47.33,14.81,0.0,31.3,32.7,0.24,2.7,13.5,396.84,0.22,6.34,1.61,0.14,0.0055,2.8,4.1,4.8,True
batch787,Galega,2.86,51.81,14.01,0.28,29.5,47.5,1.87,2.8,11.8,382.57,0.69,7.97,1.7,0.2,0.0073,3.8,4.0,4.3,False
batch788,Arbequina,3.01,48.06,15.33,0.09,22.2,45.1,1.42,7.0,12.9,299.59,0.4,5.04,1.37,0.15,0.0066,4.4,3.0,3.6,True
batch789,Galega,3.53,57.04,21.79,0.53,24.2,42.2,1.52,9.7,15.46,308.16,1.08,5.45,1.55,0.21,0.0099,4.9,2.9,3.2,False
batch790,Picual,2.15,50.98,15.62,0.36,31.7,32.9,1.08,2.9,11.96,479.22,0.78,6.66,1.61,0.17,0.0065,2.6,5.0,5.7,False
batch791,Galega,3.88,49.25,16.56,0.03,22.1,53.1,2.31,7.9,12.37,243.55,0.38,6.04,1.5,0.14,0.0042,4.3,2.7,2.9,True
batch792,Picual,1.82,45.59,19.96,0.14,25.0,36.9,0.14,9.4,18.43,410.67,0.43,4.84,1.56,0.14,0.0062,5.0,3.9,5.1,True
batch793,Picual,3.5,49.85,17.73,0.59,30.4,26.0,2.34,14.7,11.88,363.79,1.08,4.53,1.41,0.2,0.0081,3.4,3.8,4.7,False
batch794,Picual,2.04,54.45,16.41,0.0,29.4,42.0,0.94,8.5,15.26,394.63,0.24,7.35,1.55,0.15,0.0057,3.9,3.8,4.3,True
batch795,Cobrançosa,3.53,55.02,21.42,0.03,25.7,45.5,0.46,4.3,20.03,345.03,0.35,5.89,1.46,0.13,0.0048,4.6,3.5,4.3,True
batch796,Arbequina,3.4,48.19,18.0,0.12,22.6,30.8,1.69,8.3,14.92,378.41,0.37,2.5,1.31,0.13,0.0062,4.3,3.3,4.5,True
batch797,Cobrançosa,3.45,48.78,18.75,0.72,26.5,50.9,1.8,14.6,12.33,249.35,1.38,8.66,1.68,0.24,0.0102,4.8,2.4,2.9,False
batch798,Picual,2.25,56.3,14.25,0.06,27.7,26.7,2.19,0.2,12.16,562.45,0.3,2.0,1.37,0.13,0.0064,5.2,5.6,7.1,True
batch799,Galega,1.97,51.2,21.89,0.04,23.3,53.8,0.87,10.3,16.41,258.48,0.4,6.97,1.53,0.13,0.0048,4.6,2.7,3.0,True
batch800,Cobrançosa,2.82,45.58,18.62,0.06,22.9,53.2,0.16,11.2,14.65,227.19,0.41,7.83,1.62,0.15,0.0068,4.8,1.9,2.9,True
batch801,Arbequina,3.37,57.16,18.89,0.36,26.3,31.4,1.42,6.8,14.56,435.08,0.75,4.13,1.41,0.18,0.006,4.7,4.7,5.1,False
batch802,Arbequina,2.9,57.37,19.49,0.04,26.0,38.7,1.65,2.6,17.94,404.09,0.3,4.76,1.53,0.12,0.0045,4.9,4.3,4.4,True
batch803,Picual,4.14,46.36,20.41,0.41,22.0,30.9,0.25,0.8,14.85,400.29,0.84,2.0,1.39,0.17,0.0105,4.3,4.2,4.7,False
batch804,Picual,4.17,50.93,16.64,0.3,23.3,50.0,0.54,2.9,12.53,291.44,0.77,7.55,1.67,0.19,0.0071,4.7,2.8,3.5,False
batch805,Picual,2.61,57.81,17.11,0.02,29.0,42.9,2.03,4.5,15.34,385.16,0.29,7.47,1.62,0.12,0.0063,4.2,3.7,4.5,True
batch806,Cobrançosa,2.49,51.99,18.53,0.63,20.2,43.9,2.0,5.1,10.48,348.45,1.2,3.54,1.46,0.2,0.0104,4.1,3.7,4.1,False
batch807,Arbequina,4.24,57.76,19.0,0.0,29.7,34.0,0.99,11.7,16.88,344.21,0.23,6.6,1.6,0.11,0.0053,3.7,3.3,4.0,True
batch808,Cobrançosa,2.95,56.8,17.39,0.03,30.3,36.4,2.12,9.2,15.33,394.32,0.27,7.56,1.6,0.13,0.0048,3.3,4.2,4.7,True
batch809,Galega,2.36,48.93,20.49,0.34,21.7,41.2,2.93,10.2,15.17,320.07,0.79,3.15,1.37,0.18,0.0072,4.4,3.3,3.9,False
batch810,Picual,3.76,45.77,18.04,0.29,22.6,47.1,2.84,8.0,14.05,275.94,0.73,5.32,1.55,0.18,0.0089,4.6,2.7,3.5,False
batch811,Galega,2.03,47.59,18.27,0.18,21.2,27.5,2.17,2.0,13.63,494.09,0.46,2.0,1.39,0.14,0.006,4.5,5.0,5.7,True
batch812,Cobrançosa,4.22,57.89,18.7,0.14,25.9,52.2,1.81,6.7,14.47,249.69,0.55,7.99,1.56,0.14,0.0074,5.2,2.8,2.8,True
batch813,Cobrançosa,4.31,55.97,14.79,0.1,29.3,39.9,0.07,11.1,13.19,302.36,0.36,7.49,1.65,0.13,0.0063,3.7,3.0,3.5,True
batch814,Cobrançosa,1.82,53.52,21.29,0.12,26.7,54.9,1.78,7.6,16.12,306.03,0.5,8.83,1.62,0.15,0.0043,4.6,3.2,3.2,True
batch815,Galega,4.06,50.95,21.88,0.34,27.1,45.9,0.03,12.4,18.79,280.14,0.81,7.0,1.56,0.17,0.0057,4.8,2.9,3.4,False
batch816,Cobrançosa,3.04,54.15,18.32,0.09,26.3,25.9,0.86,4.9,15.4,477.15,0.34,2.61,1.35,0.13,0.0065,4.9,4.7,5.5,True
batch817,Cobrançosa,3.88,50.2,14.4,0.06,27.5,54.6,1.73,13.3,11.15,216.83,0.42,10.07,1.62,0.14,0.005,4.9,1.8,2.5,True
batch818,Arbequina,3.31,55.75,16.07,0.75,26.8,44.1,2.07,1.4,10.31,373.95,1.39,6.42,1.54,0.24,0.0101,4.8,3.8,4.1,False
